***********************************************************
******Simulation Results Single Damper System**************

Time	Disp	Vel	Acc	Force
1.70600000	-48.85432363	0.00643856	0.03457302	-4.58318304
1.70800000	-48.86713086	0.00650659	0.03345389	-4.43010424
1.71000000	-48.88007639	0.00657238	0.03233653	-4.27730370
1.71200000	-48.89315573	0.00663594	0.03122119	-4.12481700
1.71400000	-48.90636442	0.00669727	0.03010815	-3.97267933
1.71600000	-48.91969800	0.00675637	0.02899766	-3.82092546
1.71800000	-48.93315200	0.00681326	0.02788997	-3.66958975
1.72000000	-48.94672200	0.00686793	0.02678533	-3.51870615
1.72200000	-48.96040357	0.00692040	0.02568399	-3.36830820
1.72400000	-48.97419227	0.00697067	0.02458619	-3.21842901
1.72600000	-48.98808371	0.00701875	0.02349218	-3.06910125
1.72800000	-49.00207349	0.00706464	0.02240220	-2.92035716
1.73000000	-49.01615725	0.00710836	0.02131648	-2.77222857
1.73200000	-49.03033062	0.00714991	0.02023525	-2.62474684
1.73400000	-49.04458925	0.00718931	0.01915874	-2.47794289
1.73600000	-49.05892883	0.00722655	0.01808717	-2.33184719
1.73800000	-49.07334504	0.00726166	0.01702078	-2.18648978
1.74000000	-49.08783361	0.00729464	0.01595978	-2.04190022
1.74200000	-49.10239025	0.00732550	0.01490438	-1.89810763
1.74400000	-49.11701074	0.00735426	0.01385480	-1.75514064
1.74600000	-49.13169085	0.00738092	0.01281125	-1.61302745
1.74800000	-49.14642638	0.00740551	0.01177392	-1.47179577
1.75000000	-49.16121316	0.00742802	0.01074303	-1.33147285
1.75200000	-49.17604703	0.00744848	0.00971878	-1.19208547
1.75400000	-49.19092388	0.00746690	0.00870135	-1.05365991
1.75600000	-49.20583961	0.00748329	0.00769095	-0.91622201
1.75800000	-49.22079014	0.00749767	0.00668775	-0.77979710
1.76000000	-49.23577145	0.00751005	0.00569195	-0.64441005
1.76200000	-49.25077950	0.00752044	0.00470372	-0.51008524
1.76400000	-49.26581032	0.00752887	0.00372325	-0.37684655
1.76600000	-49.28085997	0.00753534	0.00275070	-0.24471739
1.76800000	-49.29592450	0.00753988	0.00178626	-0.11372068
1.77000000	-49.31100005	0.00754249	0.00083008	0.01612115
1.77200000	-49.32608274	0.00754320	-0.00011767	0.14478616
1.77400000	-49.34116875	0.00754203	-0.00105683	0.27225291
1.77600000	-49.35625430	0.00753898	-0.00198725	0.39850044
1.77800000	-49.37133562	0.00753409	-0.00290876	0.52350830
1.78000000	-49.38640899	0.00752735	-0.00382123	0.64725651
1.78200000	-49.40147074	0.00751881	-0.00472450	0.76972560
1.78400000	-49.41651720	0.00750846	-0.00561844	0.89089660
1.78600000	-49.43154477	0.00749634	-0.00650289	1.01075102
1.78800000	-49.44654986	0.00748246	-0.00737774	1.12927087
1.79000000	-49.46152895	0.00746683	-0.00824285	1.24643867
1.79200000	-49.47647853	0.00744949	-0.00909809	1.36223741
1.79400000	-49.49139514	0.00743045	-0.00994334	1.47665059
1.79600000	-49.50627537	0.00740973	-0.01077847	1.58966221
1.79800000	-49.52111582	0.00738734	-0.01160337	1.70125674
1.80000000	-49.53591316	0.00736332	-0.01241793	1.81141918
1.80200000	-49.55066409	0.00733768	-0.01322204	1.92013498
1.80400000	-49.56536536	0.00731044	-0.01401558	2.02739012
1.80600000	-49.58001374	0.00728162	-0.01479847	2.13317106
1.80800000	-49.59460606	0.00725125	-0.01557059	2.23746472
1.81000000	-49.60913919	0.00721935	-0.01633186	2.34025856
1.81200000	-49.62361004	0.00718593	-0.01708218	2.44154048
1.81400000	-49.63801557	0.00715103	-0.01782146	2.54129890
1.81600000	-49.65235277	0.00711465	-0.01854963	2.63952270
1.81800000	-49.66661869	0.00707683	-0.01926659	2.73620127
1.82000000	-49.68081042	0.00703759	-0.01997227	2.83132446
1.82200000	-49.69492508	0.00699695	-0.02066660	2.92488259
1.82400000	-49.70895986	0.00695493	-0.02134951	3.01686649
1.82600000	-49.72291198	0.00691156	-0.02202092	3.10726745
1.82800000	-49.73677870	0.00686686	-0.02268078	3.19607721
1.83000000	-49.75055734	0.00682085	-0.02332903	3.28328802
1.83200000	-49.76424526	0.00677355	-0.02396561	3.36889258
1.83400000	-49.77783987	0.00672499	-0.02459046	3.45288405
1.83600000	-49.79133862	0.00667520	-0.02520353	3.53525606
1.83800000	-49.80473902	0.00662419	-0.02580479	3.61600271
1.84000000	-49.81803860	0.00657199	-0.02639418	3.69511855
1.84200000	-49.83123497	0.00651862	-0.02697167	3.77259859
1.84400000	-49.84432576	0.00646411	-0.02753722	3.84843828
1.84600000	-49.85730868	0.00640848	-0.02809079	3.92263353
1.84800000	-49.87018144	0.00635175	-0.02863236	3.99518070
1.85000000	-49.88294185	0.00629396	-0.02916190	4.06607660
1.85200000	-49.89558773	0.00623511	-0.02967939	4.13531846
1.85400000	-49.90811697	0.00617525	-0.03018481	4.20290396
1.85600000	-49.92052750	0.00611438	-0.03067813	4.26883121
1.85800000	-49.93281729	0.00605254	-0.03115935	4.33309875
1.86000000	-49.94498437	0.00598975	-0.03162846	4.39570556
1.86200000	-49.95702682	0.00592604	-0.03208544	4.45665103
1.86400000	-49.96894276	0.00586142	-0.03253030	4.51593496
1.86600000	-49.98073036	0.00579592	-0.03296303	4.57355760
1.86800000	-49.99238785	0.00572957	-0.03338363	4.62951957
1.87000000	-50.00391348	0.00566240	-0.03379211	4.68382193
1.87200000	-50.01530559	0.00559441	-0.03418848	4.73646613
1.87400000	-50.02656253	0.00552565	-0.03457275	4.78745402
1.87600000	-50.03768272	0.00545613	-0.03494492	4.83678785
1.87800000	-50.04866463	0.00538588	-0.03530502	4.88447027
1.88000000	-50.05950675	0.00531492	-0.03565307	4.93050430
1.88200000	-50.07020767	0.00524327	-0.03598908	4.97489336
1.88400000	-50.08076597	0.00517097	-0.03631309	5.01764124
1.88600000	-50.09118032	0.00509803	-0.03662512	5.05875210
1.88800000	-50.10144943	0.00502448	-0.03692520	5.09823048
1.89000000	-50.11157203	0.00495034	-0.03721336	5.13608129
1.89200000	-50.12154695	0.00487563	-0.03748964	5.17230979
1.89400000	-50.13137301	0.00480039	-0.03775409	5.20692160
1.89600000	-50.14104911	0.00472462	-0.03800673	5.23992269
1.89800000	-50.15057421	0.00464837	-0.03824761	5.27131940
1.90000000	-50.15994728	0.00457164	-0.03847678	5.30111838
1.90200000	-50.16916736	0.00449447	-0.03869429	5.32932663
1.90400000	-50.17823354	0.00441687	-0.03890019	5.35595150
1.90600000	-50.18714495	0.00433887	-0.03909454	5.38100064
1.90800000	-50.19590076	0.00426050	-0.03927738	5.40448204
1.91000000	-50.20450020	0.00418177	-0.03944877	5.42640402
1.91200000	-50.21294253	0.00410271	-0.03960879	5.44677519
1.91400000	-50.22122707	0.00402335	-0.03975748	5.46560447
1.91600000	-50.22935318	0.00394369	-0.03989492	5.48290111
1.91800000	-50.23732026	0.00386377	-0.04002118	5.49867463
1.92000000	-50.24512776	0.00378361	-0.04013631	5.51293487
1.92200000	-50.25277519	0.00370324	-0.04024040	5.52569192
1.92400000	-50.26026207	0.00362266	-0.04033352	5.53695620
1.92600000	-50.26758800	0.00354191	-0.04041574	5.54673837
1.92800000	-50.27475259	0.00346100	-0.04048714	5.55504939
1.93000000	-50.28175553	0.00337997	-0.04054781	5.56190047
1.93200000	-50.28859652	0.00329882	-0.04059781	5.56730309
1.93400000	-50.29527532	0.00321758	-0.04063725	5.57126898
1.93600000	-50.30179174	0.00313628	-0.04066620	5.57381014
1.93800000	-50.30814561	0.00305492	-0.04068475	5.57493879
1.94000000	-50.31433682	0.00297355	-0.04069298	5.57466743
1.94200000	-50.32036529	0.00289216	-0.04069100	5.57300876
1.94400000	-50.32623099	0.00281079	-0.04067890	5.56997572
1.94600000	-50.33193394	0.00272945	-0.04065676	5.56558148
1.94800000	-50.33747417	0.00264817	-0.04062468	5.55983944
1.95000000	-50.34285178	0.00256696	-0.04058277	5.55276320
1.95200000	-50.34806689	0.00248584	-0.04053112	5.54436658
1.95400000	-50.35311967	0.00240484	-0.04046983	5.53466359
1.95600000	-50.35801034	0.00232397	-0.04039900	5.52366846
1.95800000	-50.36273912	0.00224325	-0.04031875	5.51139559
1.96000000	-50.36730632	0.00216270	-0.04022916	5.49785960
1.96200000	-50.37171224	0.00208234	-0.04013036	5.48307525
1.96400000	-50.37595725	0.00200219	-0.04002245	5.46705752
1.96600000	-50.38004174	0.00192226	-0.03990553	5.44982153
1.96800000	-50.38396614	0.00184257	-0.03977972	5.43138259
1.97000000	-50.38773093	0.00176314	-0.03964513	5.41175616
1.97200000	-50.39133659	0.00168400	-0.03950187	5.39095786
1.97400000	-50.39478369	0.00160514	-0.03935006	5.36900346
1.97600000	-50.39807277	0.00152660	-0.03918981	5.34590887
1.97800000	-50.40120446	0.00144839	-0.03902123	5.32169015
1.98000000	-50.40417939	0.00137052	-0.03884445	5.29636350
1.98200000	-50.40699824	0.00129302	-0.03865959	5.26994523
1.98400000	-50.40966172	0.00121589	-0.03846675	5.24245179
1.98600000	-50.41217056	0.00113915	-0.03826607	5.21389974
1.98800000	-50.41452553	0.00106283	-0.03805766	5.18430577
1.99000000	-50.41672744	0.00098693	-0.03784165	5.15368666
1.99200000	-50.41877713	0.00091147	-0.03761815	5.12205931
1.99400000	-50.42067545	0.00083646	-0.03738729	5.08944071
1.99600000	-50.42242330	0.00076192	-0.03714920	5.05584794
1.99800000	-50.42402161	0.00068787	-0.03690400	5.02129818
