***********************************************************
******Simulation Results Single Damper System**************

Time	Disp	Vel	Acc	Force
0.84800000	-42.02256940	0.03403868	0.33367062	-44.71301720
0.85000000	-42.08997457	0.03469873	0.32637239	-43.71104356
0.85200000	-42.15871441	0.03534416	0.31905871	-42.70722312
0.85400000	-42.22875974	0.03597495	0.31173156	-41.70182281
0.85600000	-42.30008130	0.03659108	0.30439287	-40.69510756
0.85800000	-42.37264978	0.03719252	0.29704458	-39.68734020
0.86000000	-42.44643582	0.03777925	0.28968861	-38.67878149
0.86200000	-42.52141005	0.03835127	0.28232687	-37.66969000
0.86400000	-42.59754302	0.03890856	0.27496124	-36.66032212
0.86600000	-42.67480531	0.03945111	0.26759359	-35.65093196
0.86800000	-42.75316743	0.03997893	0.26022578	-34.64177138
0.87000000	-42.83259993	0.04049202	0.25285965	-33.63308988
0.87200000	-42.91307334	0.04099037	0.24549701	-32.62513459
0.87400000	-42.99455818	0.04147401	0.23813967	-31.61815025
0.87600000	-43.07702502	0.04194294	0.23078942	-30.61237912
0.87800000	-43.16044441	0.04239717	0.22344802	-29.60806099
0.88000000	-43.24478697	0.04283673	0.21611723	-28.60543309
0.88200000	-43.33002332	0.04326165	0.20879878	-27.60473013
0.88400000	-43.41612415	0.04367194	0.20149438	-26.60618419
0.88600000	-43.50306017	0.04406764	0.19420572	-25.61002472
0.88800000	-43.59080218	0.04444877	0.18693449	-24.61647850
0.89000000	-43.67932101	0.04481539	0.17968232	-23.62576963
0.89200000	-43.76858759	0.04516752	0.17245087	-22.63811946
0.89400000	-43.85857291	0.04550521	0.16524175	-21.65374658
0.89600000	-43.94924804	0.04582850	0.15805654	-20.67286679
0.89800000	-44.04058414	0.04613745	0.15089684	-19.69569308
0.90000000	-44.13255247	0.04643211	0.14376418	-18.72243558
0.90200000	-44.22512441	0.04671252	0.13666011	-17.75330154
0.90400000	-44.31827141	0.04697877	0.12958614	-16.78849533
0.90600000	-44.41196506	0.04723089	0.12254376	-15.82821837
0.90800000	-44.50617706	0.04746896	0.11553444	-14.87266917
0.91000000	-44.60087925	0.04769305	0.10855963	-13.92204322
0.91200000	-44.69604359	0.04790323	0.10162075	-12.97653306
0.91400000	-44.79164218	0.04809956	0.09471922	-12.03632819
0.91600000	-44.88764727	0.04828213	0.08785641	-11.10161507
0.91800000	-44.98403124	0.04845101	0.08103369	-10.17257714
0.92000000	-45.08076666	0.04860629	0.07425239	-9.24939473
0.92200000	-45.17782622	0.04874805	0.06751383	-8.33224511
0.92400000	-45.27518281	0.04887637	0.06081931	-7.42130243
0.92600000	-45.37280946	0.04899136	0.05417009	-6.51673772
0.92800000	-45.47067941	0.04909309	0.04756743	-5.61871888
0.93000000	-45.56876606	0.04918166	0.04101255	-4.72741067
0.93200000	-45.66704299	0.04925717	0.03450665	-3.84297466
0.93400000	-45.76548398	0.04931972	0.02805091	-2.96556927
0.93600000	-45.86406302	0.04936941	0.02164649	-2.09534975
0.93800000	-45.96275429	0.04940634	0.01529452	-1.23246812
0.94000000	-46.06153215	0.04943062	0.00899612	-0.37707322
0.94200000	-46.16037121	0.04944236	0.00275236	0.47068931
0.94400000	-46.25924627	0.04944167	-0.00343569	1.31067709
0.94600000	-46.35813236	0.04942866	-0.00956699	2.14275091
0.94800000	-46.45700473	0.04940344	-0.01564052	2.96677484
0.95000000	-46.55583885	0.04936613	-0.02165529	3.78261614
0.95200000	-46.65461043	0.04931686	-0.02761034	4.59014535
0.95400000	-46.75329540	0.04925573	-0.03350471	5.38923622
0.95600000	-46.85186995	0.04918288	-0.03933749	6.17976577
0.95800000	-46.95031051	0.04909842	-0.04510778	6.96161424
0.96000000	-47.04859373	0.04900249	-0.05081470	7.73466513
0.96200000	-47.14669655	0.04889521	-0.05645741	8.49880518
0.96400000	-47.24459613	0.04877670	-0.06203507	9.25392438
0.96600000	-47.34226990	0.04864711	-0.06754689	9.99991597
0.96800000	-47.43969555	0.04850656	-0.07299209	10.73667641
0.97000000	-47.53685104	0.04835519	-0.07836990	11.46410541
0.97200000	-47.63371458	0.04819313	-0.08367960	12.18210590
0.97400000	-47.73026466	0.04802051	-0.08892048	12.89058406
0.97600000	-47.82648005	0.04783749	-0.09409185	13.58944927
0.97800000	-47.92233978	0.04764419	-0.09919306	14.27861413
0.98000000	-48.01782316	0.04744077	-0.10422346	14.95799446
0.98200000	-48.11290980	0.04722735	-0.10918244	15.62750926
0.98400000	-48.20757957	0.04700408	-0.11406941	16.28708073
0.98600000	-48.30181263	0.04677112	-0.11888380	16.93663426
0.98800000	-48.39558944	0.04652860	-0.12362507	17.57609840
0.99000000	-48.48889073	0.04627667	-0.12829269	18.20540487
0.99200000	-48.58169755	0.04601548	-0.13288617	18.82448852
0.99400000	-48.67399123	0.04574517	-0.13740503	19.43328737
0.99600000	-48.76575338	0.04546591	-0.14184881	20.03174253
0.99800000	-48.85696594	0.04517783	-0.14621710	20.61979823
1.00000000	-48.94761113	0.04488109	-0.15050948	21.19740182
1.00200000	-49.03767148	0.04457584	-0.15472556	21.76450370
1.00400000	-49.12712981	0.04426224	-0.15886499	22.32105735
1.00600000	-49.21596927	0.04394043	-0.16292743	22.86701930
1.00800000	-49.30417329	0.04361058	-0.16691255	23.40234911
1.01000000	-49.39172563	0.04327283	-0.17082007	23.92700936
1.01200000	-49.47861035	0.04292735	-0.17464970	24.44096563
1.01400000	-49.56481181	0.04257429	-0.17840121	24.94418647
1.01600000	-49.65031469	0.04221380	-0.18207435	25.43664339
1.01800000	-49.73510400	0.04184604	-0.18566893	25.91831085
1.02000000	-49.81916504	0.04147117	-0.18918475	26.38916623
1.02200000	-49.90248343	0.04108935	-0.19262165	26.84918980
1.02400000	-49.98504510	0.04070074	-0.19597949	27.29836472
1.02600000	-50.06683632	0.04030549	-0.19925814	27.73667700
1.02800000	-50.14784364	0.03990376	-0.20245750	28.16411548
1.03000000	-50.22805396	0.03949571	-0.20557749	28.58067183
1.03200000	-50.30745447	0.03908150	-0.20861804	28.98634049
1.03400000	-50.38603270	0.03866129	-0.21157913	29.38111867
1.03600000	-50.46377648	0.03823524	-0.21446072	29.76500632
1.03800000	-50.54067398	0.03780350	-0.21726282	30.13800610
1.04000000	-50.61671366	0.03736624	-0.21998545	30.50012338
1.04200000	-50.69188431	0.03692361	-0.22262864	30.85136617
1.04400000	-50.76617505	0.03647578	-0.22519245	31.19174513
1.04600000	-50.83957530	0.03602290	-0.22767697	31.52127353
1.04800000	-50.91207480	0.03556513	-0.23008229	31.83996724
1.05000000	-50.98366363	0.03510262	-0.23240852	32.14784466
1.05200000	-51.05433215	0.03463554	-0.23465580	32.44492673
1.05400000	-51.12407106	0.03416405	-0.23682428	32.73123692
1.05600000	-51.19287138	0.03368830	-0.23891414	33.00680112
1.05800000	-51.26072443	0.03320845	-0.24092556	33.27164772
1.06000000	-51.32762184	0.03272465	-0.24285874	33.52580750
1.06200000	-51.39355558	0.03223706	-0.24471392	33.76931361
1.06400000	-51.45851791	0.03174585	-0.24649134	34.00220158
1.06600000	-51.52250141	0.03125115	-0.24819125	34.22450926
1.06800000	-51.58549897	0.03075313	-0.24981394	34.43627681
1.07000000	-51.64750380	0.03025195	-0.25135968	34.63754662
1.07200000	-51.70850939	0.02974774	-0.25282881	34.82836334
1.07400000	-51.76850957	0.02924068	-0.25422163	35.00877382
1.07600000	-51.82749846	0.02873091	-0.25553850	35.17882708
1.07800000	-51.88547048	0.02821858	-0.25677976	35.33857427
1.08000000	-51.94242038	0.02770384	-0.25794580	35.48806866
1.08200000	-51.99834319	0.02718684	-0.25903700	35.62736560
1.08400000	-52.05323423	0.02666774	-0.26005376	35.75652245
1.08600000	-52.10708916	0.02614668	-0.26099651	35.87559862
1.08800000	-52.15990389	0.02562380	-0.26186568	35.98465547
1.09000000	-52.21167466	0.02509926	-0.26266172	36.08375631
1.09200000	-52.26239799	0.02457321	-0.26338508	36.17296637
1.09400000	-52.31207070	0.02404577	-0.26403625	36.25235274
1.09600000	-52.36068990	0.02351711	-0.26461571	36.32198437
1.09800000	-52.40825297	0.02298736	-0.26512397	36.38193200
1.10000000	-52.45475760	0.02245666	-0.26556155	36.43226816
1.10200000	-52.50020176	0.02192516	-0.26592896	36.47306713
1.10400000	-52.54458370	0.02139299	-0.26622677	36.50440486
1.10600000	-52.58790195	0.02086030	-0.26645551	36.52635902
1.10800000	-52.63015531	0.02032721	-0.26661576	36.53900888
1.11000000	-52.67134287	0.01979388	-0.26670809	36.54243532
1.11200000	-52.71146400	0.01926043	-0.26673310	36.53672082
1.11400000	-52.75051831	0.01872699	-0.26669139	36.52194935
1.11600000	-52.78850571	0.01819370	-0.26658357	36.49820641
1.11800000	-52.82542637	0.01766070	-0.26641027	36.46557895
1.12000000	-52.86128071	0.01712811	-0.26617211	36.42415535
1.12200000	-52.89606944	0.01659605	-0.26586975	36.37402539
1.12400000	-52.92979350	0.01606467	-0.26550383	36.31528022
1.12600000	-52.96245410	0.01553408	-0.26507504	36.24801229
1.12800000	-52.99405271	0.01500441	-0.26458403	36.17231535
1.13000000	-53.02459104	0.01447579	-0.26403150	36.08828441
1.13200000	-53.05407105	0.01394833	-0.26341813	35.99601569
1.13400000	-53.08249495	0.01342215	-0.26274464	35.89560662
1.13600000	-53.10986521	0.01289739	-0.26201173	35.78715574
1.13800000	-53.13618450	0.01237415	-0.26122011	35.67076272
1.14000000	-53.16145577	0.01185255	-0.26037053	35.54652834
1.14200000	-53.18568218	0.01133270	-0.25946371	35.41455437
1.14400000	-53.20886712	0.01081473	-0.25850040	35.27494364
1.14600000	-53.23101423	0.01029874	-0.25748134	35.12779993
1.14800000	-53.25212735	0.00978484	-0.25640730	34.97322795
1.15000000	-53.27221057	0.00927314	-0.25527904	34.81133335
1.15200000	-53.29126818	0.00876376	-0.25409732	34.64222262
1.15400000	-53.30930468	0.00825679	-0.25286294	34.46600310
1.15600000	-53.32632482	0.00775234	-0.25157666	34.28278294
1.15800000	-53.34233352	0.00725052	-0.25023929	34.09267103
1.16000000	-53.35733593	0.00675142	-0.24885161	33.89577704
1.16200000	-53.37133741	0.00625514	-0.24741443	33.69221130
1.16400000	-53.38434349	0.00576179	-0.24592855	33.48208483
1.16600000	-53.39635993	0.00527146	-0.24439478	33.26550926
1.16800000	-53.40739267	0.00478424	-0.24281394	33.04259684
1.17000000	-53.41744785	0.00430024	-0.24118684	32.81346039
1.17200000	-53.42653179	0.00381953	-0.23951431	32.57821324
1.17400000	-53.43465099	0.00334221	-0.23779718	32.33696924
1.17600000	-53.44181216	0.00286837	-0.23603627	32.08984269
1.17800000	-53.44802215	0.00239809	-0.23423243	31.83694834
1.18000000	-53.45328801	0.00193147	-0.23238648	31.57840133
1.18200000	-53.45761695	0.00146857	-0.23049928	31.31431717
1.18400000	-53.46101636	0.00100950	-0.22857166	31.04481172
1.18600000	-53.46349379	0.00055431	-0.22660447	30.77000113
1.18800000	-53.46505694	0.00010310	-0.22459855	30.49000183
1.19000000	-53.46571369	-0.00034406	-0.22255476	30.20493049
1.19200000	-53.46547206	-0.00078709	-0.22047395	29.91490399
1.19400000	-53.46434022	-0.00122593	-0.21835696	29.62003939
1.19600000	-53.46232649	-0.00166049	-0.21620467	29.32045390
1.19800000	-53.45943935	-0.00209072	-0.21401791	29.01626486
1.20000000	-53.45568741	-0.00251654	-0.21179755	28.70758966
1.20200000	-53.45107940	-0.00293789	-0.20954445	28.39454580
1.20400000	-53.44562421	-0.00335470	-0.20725946	28.07725077
1.20600000	-53.43933086	-0.00376691	-0.20494344	27.75582207
1.20800000	-53.43220848	-0.00417445	-0.20259724	27.43037717
1.21000000	-53.42426634	-0.00457728	-0.20022173	27.10103348
1.21200000	-53.41551381	-0.00497532	-0.19781776	26.76790832
1.21400000	-53.40596041	-0.00536853	-0.19538619	26.43111890
1.21600000	-53.39561575	-0.00575685	-0.19292788	26.09078227
1.21800000	-53.38448955	-0.00614022	-0.19044367	25.74701531
1.22000000	-53.37259165	-0.00651861	-0.18793442	25.39993473
1.22200000	-53.35993198	-0.00689195	-0.18540098	25.04965697
1.22400000	-53.34652058	-0.00726019	-0.18284421	24.69629823
1.22600000	-53.33236759	-0.00762331	-0.18026495	24.33997443
1.22800000	-53.31748322	-0.00798124	-0.17766405	23.98080120
1.23000000	-53.30187781	-0.00833395	-0.17504234	23.61889380
1.23200000	-53.28556174	-0.00868140	-0.17240068	23.25436717
1.23400000	-53.26854552	-0.00902354	-0.16973991	22.88733582
1.23600000	-53.25083969	-0.00936034	-0.16706085	22.51791389
1.23800000	-53.23245491	-0.00969177	-0.16436433	22.14621507
1.24000000	-53.21340190	-0.01001779	-0.16165120	21.77235259
1.24200000	-53.19369143	-0.01033837	-0.15892228	21.39643919
1.24400000	-53.17333437	-0.01065347	-0.15617839	21.01858711
1.24600000	-53.15234161	-0.01096307	-0.15342034	20.63890806
1.24800000	-53.13072416	-0.01126714	-0.15064896	20.25751321
1.25000000	-53.10849302	-0.01156566	-0.14786506	19.87451312
1.25200000	-53.08565929	-0.01185859	-0.14506944	19.49001778
1.25400000	-53.06223411	-0.01214593	-0.14226290	19.10413656
1.25600000	-53.03822865	-0.01242764	-0.13944625	18.71697816
1.25800000	-53.01365414	-0.01270371	-0.13662028	18.32865064
1.26000000	-52.98852185	-0.01297411	-0.13378577	17.93926137
1.26200000	-52.96284309	-0.01323884	-0.13094351	17.54891702
1.26400000	-52.93662918	-0.01349788	-0.12809428	17.15772353
1.26600000	-52.90989150	-0.01375122	-0.12523886	16.76578608
1.26800000	-52.88264144	-0.01399884	-0.12237800	16.37320912
1.27000000	-52.85489044	-0.01424073	-0.11951248	15.98009628
1.27200000	-52.82664992	-0.01447688	-0.11664304	15.58655041
1.27400000	-52.79793135	-0.01470730	-0.11377044	15.19267353
1.27600000	-52.76874621	-0.01493196	-0.11089543	14.79856682
1.27800000	-52.73910600	-0.01515088	-0.10801874	14.40433062
1.28000000	-52.70902220	-0.01536404	-0.10514110	14.01006436
1.28200000	-52.67850632	-0.01557144	-0.10226324	13.61586662
1.28400000	-52.64756988	-0.01577309	-0.09938589	13.22183505
1.28600000	-52.61622439	-0.01596899	-0.09650974	12.82806638
1.28800000	-52.58448135	-0.01615913	-0.09363552	12.43465640
1.29000000	-52.55235228	-0.01634353	-0.09076392	12.04169994
1.29200000	-52.51984866	-0.01652219	-0.08789562	11.64929088
1.29400000	-52.48698198	-0.01669512	-0.08503132	11.25752210
1.29600000	-52.45376372	-0.01686232	-0.08217169	10.86648549
1.29800000	-52.42020534	-0.01702381	-0.07931741	10.47627190
1.30000000	-52.38631826	-0.01717959	-0.07646914	10.08697120
1.30200000	-52.35211392	-0.01732969	-0.07362753	9.69867219
1.30400000	-52.31760369	-0.01747411	-0.07079323	9.31146261
1.30600000	-52.28279896	-0.01761286	-0.06796688	8.92542917
1.30800000	-52.24771104	-0.01774598	-0.06514912	8.54065748
1.31000000	-52.21235126	-0.01787347	-0.06234057	8.15723206
1.31200000	-52.17673088	-0.01799535	-0.05954184	7.77523634
1.31400000	-52.14086113	-0.01811164	-0.05675355	7.39475264
1.31600000	-52.10475321	-0.01822237	-0.05397630	7.01586216
1.31800000	-52.06841827	-0.01832755	-0.05121067	6.63864496
1.32000000	-52.03186743	-0.01842722	-0.04845726	6.26317996
1.32200000	-51.99511173	-0.01852139	-0.04571664	5.88954495
1.32400000	-51.95816221	-0.01861010	-0.04298938	5.51781655
1.32600000	-51.92102981	-0.01869336	-0.04027603	5.14807019
1.32800000	-51.88372545	-0.01877121	-0.03757715	4.78038016
1.33000000	-51.84625998	-0.01884368	-0.03489329	4.41481955
1.33200000	-51.80864420	-0.01891079	-0.03222496	4.05146026
1.33400000	-51.77088884	-0.01897259	-0.02957270	3.69037299
1.33600000	-51.73300457	-0.01902909	-0.02693703	3.33162724
1.33800000	-51.69500201	-0.01908035	-0.02431845	2.97529128
1.34000000	-51.65689170	-0.01912638	-0.02171745	2.62143220
1.34200000	-51.61868410	-0.01916723	-0.01913454	2.27011583
1.34400000	-51.58038963	-0.01920293	-0.01657019	1.92140679
1.34600000	-51.54201862	-0.01923352	-0.01402487	1.57536846
1.34800000	-51.50358131	-0.01925904	-0.01149904	1.23206299
1.35000000	-51.46508790	-0.01927953	-0.00899316	0.89155128
1.35200000	-51.42654849	-0.01929503	-0.00650767	0.55389298
1.35400000	-51.38797310	-0.01930558	-0.00404301	0.21914649
1.35600000	-51.34937167	-0.01931122	-0.00159961	-0.11263103
1.35800000	-51.31075407	-0.01931199	0.00082212	-0.44138368
1.36000000	-51.27213005	-0.01930794	0.00322178	-0.76705684
1.36200000	-51.23350932	-0.01929912	0.00559896	-1.08959712
1.36400000	-51.19490147	-0.01928556	0.00795326	-1.40895243
1.36600000	-51.15631601	-0.01926732	0.01028432	-1.72507190
1.36800000	-51.11776235	-0.01924444	0.01259177	-2.03790596
1.37000000	-51.07924982	-0.01921697	0.01487523	-2.34740629
1.37200000	-51.04078765	-0.01918496	0.01713435	-2.65352585
1.37400000	-51.00238497	-0.01914845	0.01936880	-2.95621887
1.37600000	-50.96405082	-0.01910750	0.02157824	-3.25544082
1.37800000	-50.92579414	-0.01906215	0.02376234	-3.55114847
1.38000000	-50.88762376	-0.01901246	0.02592079	-3.84329983
1.38200000	-50.84954843	-0.01895849	0.02805328	-4.13185421
1.38400000	-50.81157677	-0.01890027	0.03015952	-4.41677215
1.38600000	-50.77371731	-0.01883787	0.03223921	-4.69801546
1.38800000	-50.73597848	-0.01877133	0.03429208	-4.97554723
1.39000000	-50.69836860	-0.01870072	0.03631786	-5.24933179
1.39200000	-50.66089588	-0.01862608	0.03831629	-5.51933474
1.39400000	-50.62356842	-0.01854747	0.04028711	-5.78552291
1.39600000	-50.58639422	-0.01846495	0.04223009	-6.04786441
1.39800000	-50.54938116	-0.01837857	0.04414500	-6.30632858
1.40000000	-50.51253701	-0.01828839	0.04603160	-6.56088601
1.40200000	-50.47586943	-0.01819446	0.04788968	-6.81150852
1.40400000	-50.43938596	-0.01809685	0.04971904	-7.05816918
1.40600000	-50.40309405	-0.01799560	0.05151948	-7.30084227
1.40800000	-50.36700100	-0.01789079	0.05329082	-7.53950332
1.41000000	-50.33111402	-0.01778246	0.05503287	-7.77412907
1.41200000	-50.29544019	-0.01767068	0.05674547	-8.00469748
1.41400000	-50.25998648	-0.01755550	0.05842845	-8.23118771
1.41600000	-50.22475975	-0.01743698	0.06008166	-8.45358014
1.41800000	-50.18976672	-0.01731519	0.06170496	-8.67185633
1.42000000	-50.15501401	-0.01719018	0.06329822	-8.88599905
1.42200000	-50.12050811	-0.01706202	0.06486131	-9.09599226
1.42400000	-50.08625539	-0.01693076	0.06639410	-9.30182107
1.42600000	-50.05226210	-0.01679646	0.06789650	-9.50347180
1.42800000	-50.01853438	-0.01665919	0.06936841	-9.70093190
1.43000000	-49.98507824	-0.01651901	0.07080972	-9.89419001
1.43200000	-49.95189956	-0.01637597	0.07222037	-10.08323590
1.43400000	-49.91900411	-0.01623015	0.07360026	-10.26806048
1.43600000	-49.88639753	-0.01608159	0.07494935	-10.44865582
1.43800000	-49.85408534	-0.01593037	0.07626756	-10.62501508
1.44000000	-49.82207294	-0.01577654	0.07755485	-10.79713257
1.44200000	-49.79036560	-0.01562017	0.07881119	-10.96500369
1.44400000	-49.75896847	-0.01546132	0.08003652	-11.12862494
1.44600000	-49.72788657	-0.01530005	0.08123084	-11.28799393
1.44800000	-49.69712481	-0.01513642	0.08239412	-11.44310932
1.45000000	-49.66668796	-0.01497049	0.08352635	-11.59397087
1.45200000	-49.63658067	-0.01480233	0.08462752	-11.74057940
1.45400000	-49.60680749	-0.01463200	0.08569766	-11.88293676
1.45600000	-49.57737280	-0.01445956	0.08673676	-12.02104587
1.45800000	-49.54828089	-0.01428507	0.08774486	-12.15491067
1.46000000	-49.51953592	-0.01410860	0.08872198	-12.28453613
1.46200000	-49.49114192	-0.01393021	0.08966815	-12.40992822
1.46400000	-49.46310279	-0.01374995	0.09058342	-12.53109391
1.46600000	-49.43542233	-0.01356789	0.09146784	-12.64804118
1.46800000	-49.40810419	-0.01338410	0.09232147	-12.76077898
1.47000000	-49.38115191	-0.01319863	0.09314437	-12.86931722
1.47200000	-49.35456891	-0.01301154	0.09393662	-12.97366677
1.47400000	-49.32835848	-0.01282290	0.09469830	-13.07383946
1.47600000	-49.30252378	-0.01263277	0.09542949	-13.16984803
1.47800000	-49.27706786	-0.01244120	0.09613028	-13.26170618
1.48000000	-49.25199365	-0.01224827	0.09680078	-13.34942848
1.48200000	-49.22730396	-0.01205402	0.09744108	-13.43303043
1.48400000	-49.20300145	-0.01185852	0.09805132	-13.51252840
1.48600000	-49.17908871	-0.01166184	0.09863159	-13.58793963
1.48800000	-49.15556815	-0.01146402	0.09918204	-13.65928225
1.49000000	-49.13244211	-0.01126513	0.09970279	-13.72657522
1.49200000	-49.10971279	-0.01106523	0.10019398	-13.78983833
1.49400000	-49.08738228	-0.01086437	0.10065575	-13.84909223
1.49600000	-49.06545253	-0.01066262	0.10108826	-13.90435834
1.49800000	-49.04392539	-0.01046004	0.10149167	-13.95565892
1.50000000	-49.02280259	-0.01025668	0.10186612	-14.00301699
1.50200000	-49.00208575	-0.01005259	0.10221180	-14.04645635
1.50400000	-48.98177637	-0.00984785	0.10252888	-14.08600157
1.50600000	-48.96187582	-0.00964250	0.10281753	-14.12167797
1.50800000	-48.94238539	-0.00943660	0.10307794	-14.15351160
1.51000000	-48.92330621	-0.00923020	0.10331030	-14.18152923
1.51200000	-48.90463933	-0.00902337	0.10351481	-14.20575835
1.51400000	-48.88638569	-0.00881616	0.10369167	-14.22622713
1.51600000	-48.86854609	-0.00860862	0.10384107	-14.24296443
1.51800000	-48.85112125	-0.00840082	0.10396324	-14.25599980
1.52000000	-48.83411177	-0.00819279	0.10405839	-14.26536341
1.52200000	-48.81751814	-0.00798460	0.10412674	-14.27108610
1.52400000	-48.80134072	-0.00777630	0.10416851	-14.27319933
1.52600000	-48.78557981	-0.00756794	0.10418394	-14.27173517
1.52800000	-48.77023556	-0.00735958	0.10417325	-14.26672631
1.53000000	-48.75530804	-0.00715127	0.10413669	-14.25820600
1.53200000	-48.74079720	-0.00694305	0.10407450	-14.24620809
1.53400000	-48.72670290	-0.00673499	0.10398692	-14.23076698
1.53600000	-48.71302489	-0.00652712	0.10387421	-14.21191762
1.53800000	-48.69976282	-0.00631951	0.10373662	-14.18969550
1.54000000	-48.68691623	-0.00611219	0.10357442	-14.16413662
1.54200000	-48.67448459	-0.00590523	0.10338786	-14.13527749
1.54400000	-48.66246723	-0.00569866	0.10317721	-14.10315511
1.54600000	-48.65086342	-0.00549253	0.10294274	-14.06780698
1.54800000	-48.63967231	-0.00528690	0.10268472	-14.02927103
1.55000000	-48.62889297	-0.00508181	0.10240344	-13.98758567
1.55200000	-48.61852435	-0.00487730	0.10209917	-13.94278974
1.55400000	-48.60856534	-0.00467343	0.10177219	-13.89492250
1.55600000	-48.59901472	-0.00447023	0.10142279	-13.84402363
1.55800000	-48.58987118	-0.00426775	0.10105127	-13.79013319
1.56000000	-48.58113332	-0.00406604	0.10065791	-13.73329166
1.56200000	-48.57279966	-0.00386513	0.10024300	-13.67353984
1.56400000	-48.56486863	-0.00366508	0.09980686	-13.61091893
1.56600000	-48.55733856	-0.00346592	0.09934977	-13.54547044
1.56800000	-48.55020771	-0.00326770	0.09887205	-13.47723625
1.57000000	-48.54347426	-0.00307045	0.09837399	-13.40625852
1.57200000	-48.53713628	-0.00287421	0.09785590	-13.33257972
1.57400000	-48.53119180	-0.00267904	0.09731810	-13.25624262
1.57600000	-48.52563873	-0.00248495	0.09676090	-13.17729027
1.57800000	-48.52047493	-0.00229200	0.09618460	-13.09576597
1.58000000	-48.51569816	-0.00210023	0.09558953	-13.01171327
1.58200000	-48.51130613	-0.00190966	0.09497601	-12.92517596
1.58400000	-48.50729645	-0.00172034	0.09434435	-12.83619807
1.58600000	-48.50366667	-0.00153229	0.09369488	-12.74482382
1.58800000	-48.50041425	-0.00134557	0.09302791	-12.65109762
1.59000000	-48.49753662	-0.00116019	0.09234378	-12.55506410
1.59200000	-48.49503108	-0.00097620	0.09164280	-12.45676804
1.59400000	-48.49289492	-0.00079363	0.09092531	-12.35625437
1.59600000	-48.49112533	-0.00061251	0.09019164	-12.25356819
1.59800000	-48.48971942	-0.00043288	0.08944210	-12.14875471
1.60000000	-48.48867429	-0.00025475	0.08867704	-12.04185929
1.60200000	-48.48798691	-0.00007818	0.08789678	-11.93292737
1.60400000	-48.48765424	0.00009682	0.08710166	-11.82200452
1.60600000	-48.48767314	0.00027022	0.08629200	-11.70913635
1.60800000	-48.48804046	0.00044198	0.08546815	-11.59436859
1.61000000	-48.48875293	0.00061208	0.08463043	-11.47774700
1.61200000	-48.48980727	0.00078049	0.08377918	-11.35931741
1.61400000	-48.49120013	0.00094719	0.08291473	-11.23912566
1.61600000	-48.49292810	0.00111214	0.08203741	-11.11721763
1.61800000	-48.49498773	0.00127533	0.08114757	-10.99363923
1.62000000	-48.49737550	0.00143673	0.08024554	-10.86843634
1.62200000	-48.50008786	0.00159631	0.07933165	-10.74165486
1.62400000	-48.50312119	0.00175404	0.07840624	-10.61334064
1.62600000	-48.50647185	0.00190992	0.07746964	-10.48353953
1.62800000	-48.51013613	0.00206392	0.07652219	-10.35229730
1.63000000	-48.51411029	0.00221600	0.07556421	-10.21965970
1.63200000	-48.51839053	0.00236617	0.07459606	-10.08567240
1.63400000	-48.52297302	0.00251438	0.07361805	-9.95038099
1.63600000	-48.52785390	0.00266063	0.07263052	-9.81383097
1.63800000	-48.53302924	0.00280490	0.07163380	-9.67606777
1.64000000	-48.53849510	0.00294716	0.07062823	-9.53713667
1.64200000	-48.54424750	0.00308741	0.06961414	-9.39708287
1.64400000	-48.55028240	0.00322561	0.06859185	-9.25595142
1.64600000	-48.55659576	0.00336177	0.06756169	-9.11378724
1.64800000	-48.56318349	0.00349585	0.06652399	-8.97063509
1.65000000	-48.57004145	0.00362786	0.06547909	-8.82653960
1.65200000	-48.57716551	0.00375777	0.06442730	-8.68154520
1.65400000	-48.58455149	0.00388556	0.06336894	-8.53569616
1.65600000	-48.59219517	0.00401124	0.06230435	-8.38903656
1.65800000	-48.60009233	0.00413478	0.06123384	-8.24161028
1.66000000	-48.60823870	0.00425617	0.06015774	-8.09346101
1.66200000	-48.61663000	0.00437540	0.05907636	-7.94463220
1.66400000	-48.62526194	0.00449247	0.05799002	-7.79516709
1.66600000	-48.63413018	0.00460736	0.05689903	-7.64510870
1.66800000	-48.64323037	0.00472006	0.05580371	-7.49449980
1.67000000	-48.65255817	0.00483057	0.05470438	-7.34338289
1.67200000	-48.66210917	0.00493888	0.05360133	-7.19180026
1.67400000	-48.67187899	0.00504498	0.05249489	-7.03979388
1.67600000	-48.68186322	0.00514886	0.05138536	-6.88740548
1.67800000	-48.69205742	0.00525052	0.05027303	-6.73467651
1.68000000	-48.70245716	0.00534995	0.04915822	-6.58164812
1.68200000	-48.71305800	0.00544715	0.04804123	-6.42836115
1.68400000	-48.72385547	0.00554211	0.04692234	-6.27485617
1.68600000	-48.73484510	0.00563484	0.04580187	-6.12117340
1.68800000	-48.74602242	0.00572532	0.04468010	-5.96735277
1.69000000	-48.75738295	0.00581356	0.04355732	-5.81343387
1.69200000	-48.76892220	0.00589955	0.04243382	-5.65945596
1.69400000	-48.78063567	0.00598329	0.04130990	-5.50545796
1.69600000	-48.79251888	0.00606479	0.04018582	-5.35147843
1.69800000	-48.80456734	0.00614403	0.03906189	-5.19755561
1.70000000	-48.81677653	0.00622103	0.03793836	-5.04372736
1.70200000	-48.82914197	0.00629579	0.03681553	-4.89003115
1.70400000	-48.84165917	0.00636830	0.03569366	-4.73650413
