0.000000e+000	-6.012353e-002
2.000000e-002	-6.921285e-001
4.000000e-002	-4.012883e+000
6.000000e-002	-9.476010e+000
8.000000e-002	-1.548051e+001
1.000000e-001	-2.175901e+001
1.200000e-001	-2.813799e+001
1.400000e-001	-3.445765e+001
1.600000e-001	-4.057385e+001
1.800000e-001	-4.635939e+001
2.000000e-001	-5.170798e+001
2.200000e-001	-5.653364e+001
2.400000e-001	-6.076978e+001
2.600000e-001	-6.436941e+001
2.800000e-001	-6.730488e+001
3.000000e-001	-6.956695e+001
3.200000e-001	-7.116317e+001
3.400000e-001	-7.211615e+001
3.600000e-001	-7.246165e+001
3.800000e-001	-7.224650e+001
4.000000e-001	-7.152655e+001
4.200000e-001	-7.036454e+001
4.400000e-001	-6.882797e+001
4.600000e-001	-6.698705e+001
4.800000e-001	-6.491286e+001
5.000000e-001	-6.267555e+001
5.200000e-001	-6.034274e+001
5.400000e-001	-5.797821e+001
5.600000e-001	-5.564072e+001
5.800000e-001	-5.338305e+001
6.000000e-001	-5.125132e+001
6.200000e-001	-4.928450e+001
6.400000e-001	-4.751413e+001
6.600000e-001	-4.596425e+001
6.800000e-001	-4.465153e+001
7.000000e-001	-4.358550e+001
7.200000e-001	-4.276901e+001
7.400000e-001	-4.219876e+001
7.600000e-001	-4.186592e+001
7.800000e-001	-4.175686e+001
8.000000e-001	-4.185389e+001
8.200000e-001	-4.213605e+001
8.400000e-001	-4.257990e+001
8.600000e-001	-4.316032e+001
8.800000e-001	-4.385122e+001
9.000000e-001	-4.462627e+001
9.200000e-001	-4.545954e+001
9.400000e-001	-4.632605e+001
9.600000e-001	-4.720233e+001
9.800000e-001	-4.806678e+001
1.000000e+000	-4.890004e+001
1.020000e+000	-4.968526e+001
1.040000e+000	-5.040822e+001
1.060000e+000	-5.105748e+001
1.080000e+000	-5.162438e+001
1.100000e+000	-5.210296e+001
1.120000e+000	-5.248994e+001
1.140000e+000	-5.278445e+001
1.160000e+000	-5.298791e+001
1.180000e+000	-5.310376e+001
1.200000e+000	-5.313719e+001
1.220000e+000	-5.309488e+001
1.240000e+000	-5.298469e+001
1.260000e+000	-5.281538e+001
1.280000e+000	-5.259628e+001
1.300000e+000	-5.233710e+001
1.320000e+000	-5.204759e+001
1.340000e+000	-5.173733e+001
1.360000e+000	-5.141553e+001
1.380000e+000	-5.109085e+001
1.400000e+000	-5.077122e+001
1.420000e+000	-5.046373e+001
1.440000e+000	-5.017455e+001
1.460000e+000	-4.990885e+001
1.480000e+000	-4.967079e+001
1.500000e+000	-4.946350e+001
1.520000e+000	-4.928907e+001
1.540000e+000	-4.914866e+001
1.560000e+000	-4.904251e+001
1.580000e+000	-4.897002e+001
1.600000e+000	-4.892985e+001
1.620000e+000	-4.892003e+001
1.640000e+000	-4.893803e+001
1.660000e+000	-4.898093e+001
1.680000e+000	-4.904544e+001
1.700000e+000	-4.912809e+001
1.720000e+000	-4.922527e+001
1.740000e+000	-4.933338e+001
1.760000e+000	-4.944888e+001
1.780000e+000	-4.956836e+001
1.800000e+000	-4.968864e+001
1.820000e+000	-4.980680e+001
1.840000e+000	-4.992025e+001
1.860000e+000	-5.002673e+001
1.880000e+000	-5.012436e+001
1.900000e+000	-5.021163e+001
1.920000e+000	-5.028741e+001
1.940000e+000	-5.035096e+001
1.960000e+000	-5.040188e+001
1.980000e+000	-5.044011e+001
2.000000e+000	-5.046591e+001


