"ADAMS/View model name: TP_6572N_vRoad_N45_nlParameter"
	"2016-04-"	"9 16:19:45"

" Result ID"	"Result Type"	"I Marker ID"	"J Marker ID"	"Result Title"
"DYSensor4_MR4_ver"	"  Variable"	"     (N/A)"	"     (N/A)"	"(No Comment)"

"TIME      "	"Q         "
1.968000e+000	1.100896e+001
1.969000e+000	1.101655e+001
1.970000e+000	1.102102e+001
1.971000e+000	1.102236e+001
1.972000e+000	1.102058e+001
1.973000e+000	1.101566e+001
1.974000e+000	1.100761e+001
1.975000e+000	1.099638e+001
1.976000e+000	1.098210e+001
1.977000e+000	1.096472e+001
1.978000e+000	1.094422e+001
1.979000e+000	1.092061e+001
1.980000e+000	1.089387e+001
1.981000e+000	1.086399e+001
1.982000e+000	1.083097e+001
1.983000e+000	1.079479e+001
1.984000e+000	1.075544e+001
1.984307e+000	1.074269e+001
1.984557e+000	1.073210e+001
1.984835e+000	1.072009e+001
1.985000e+000	1.071287e+001
1.986000e+000	1.066725e+001
1.986803e+000	1.062848e+001
1.987000e+000	1.061865e+001
1.988000e+000	1.056717e+001
1.989000e+000	1.051325e+001
1.990000e+000	1.045690e+001
1.991000e+000	1.039834e+001
1.992000e+000	1.033765e+001
1.993000e+000	1.027492e+001
1.994000e+000	1.021023e+001
1.995000e+000	1.014364e+001
1.996000e+000	1.007525e+001
1.997000e+000	1.000513e+001
1.998000e+000	9.933327e+000
1.999000e+000	9.859990e+000
2.000000e+000	9.785147e+000
2.001000e+000	9.708860e+000
2.002000e+000	9.631194e+000
2.003000e+000	9.552176e+000
2.004000e+000	9.471864e+000
2.005000e+000	9.390366e+000
2.006000e+000	9.307664e+000
2.007000e+000	9.223785e+000
2.008000e+000	9.138747e+000
2.009000e+000	9.052558e+000
2.010000e+000	8.965221e+000
2.011000e+000	8.876733e+000
2.012000e+000	8.787088e+000
2.013000e+000	8.696276e+000
2.014000e+000	8.604283e+000
2.015000e+000	8.511093e+000
2.016000e+000	8.416684e+000
2.017000e+000	8.321029e+000
2.018000e+000	8.224103e+000
2.019000e+000	8.125898e+000
2.020000e+000	8.026419e+000
2.020443e+000	7.981903e+000
2.020698e+000	7.956201e+000
2.020967e+000	7.929030e+000
2.021000e+000	7.925651e+000
2.022000e+000	7.823723e+000
2.023000e+000	7.720655e+000
2.024000e+000	7.616540e+000
2.025000e+000	7.511498e+000
2.026000e+000	7.405633e+000
2.026064e+000	7.398818e+000
2.027000e+000	7.298981e+000
2.028000e+000	7.191577e+000
2.029000e+000	7.083539e+000
2.029857e+000	6.990393e+000
2.030000e+000	6.974783e+000
2.030109e+000	6.962876e+000
2.030405e+000	6.930562e+000
2.031000e+000	6.865338e+000
2.032000e+000	6.755327e+000
2.033000e+000	6.644907e+000
2.034000e+000	6.534270e+000
2.035000e+000	6.423589e+000
2.036000e+000	6.313019e+000
2.037000e+000	6.202684e+000
2.038000e+000	6.092679e+000
2.039000e+000	5.983075e+000
2.040000e+000	5.873932e+000
2.041000e+000	5.765296e+000
2.042000e+000	5.657204e+000
2.043000e+000	5.549679e+000
2.044000e+000	5.442734e+000
2.044989e+000	5.337584e+000
2.045000e+000	5.336371e+000
2.045252e+000	5.309683e+000
2.045529e+000	5.280331e+000
2.046000e+000	5.230613e+000
2.047000e+000	5.125517e+000
2.048000e+000	5.021184e+000
2.049000e+000	4.917772e+000
2.049300e+000	4.886924e+000
2.050000e+000	4.815465e+000
2.051000e+000	4.714350e+000
2.052000e+000	4.614482e+000
2.053000e+000	4.515953e+000
2.054000e+000	4.418767e+000
2.055000e+000	4.323025e+000
2.056000e+000	4.228827e+000
2.057000e+000	4.136279e+000
2.058000e+000	4.045486e+000
2.059000e+000	3.956529e+000
2.060000e+000	3.869504e+000
2.061000e+000	3.784354e+000
2.061472e+000	3.744856e+000
2.061735e+000	3.722970e+000
2.062000e+000	3.701073e+000
2.062000e+000	3.701073e+000
2.063000e+000	3.619624e+000
2.064000e+000	3.540086e+000
2.065000e+000	3.462593e+000
2.066000e+000	3.387339e+000
2.067000e+000	3.314568e+000
2.068000e+000	3.244334e+000
2.069000e+000	3.176838e+000
2.070000e+000	3.112287e+000
2.071000e+000	3.050679e+000
2.072000e+000	2.992220e+000
2.073000e+000	2.937021e+000
2.074000e+000	2.885183e+000
2.075000e+000	2.836776e+000
2.076000e+000	2.791854e+000
2.077000e+000	2.750451e+000
2.078000e+000	2.712569e+000
2.079000e+000	2.678180e+000
2.079529e+000	2.661378e+000
2.079784e+000	2.653627e+000
2.080000e+000	2.647231e+000
2.080041e+000	2.646050e+000
2.081000e+000	2.619721e+000
2.082000e+000	2.595663e+000
2.083000e+000	2.575150e+000
2.084000e+000	2.558313e+000
2.084810e+000	2.547444e+000
2.085000e+000	2.545270e+000
2.086000e+000	2.536090e+000
2.087000e+000	2.530635e+000
2.088000e+000	2.528926e+000
2.089000e+000	2.530952e+000
2.090000e+000	2.536585e+000
2.091000e+000	2.545896e+000
2.092000e+000	2.558910e+000
2.093000e+000	2.575649e+000
2.094000e+000	2.596120e+000
2.095000e+000	2.620312e+000
2.096000e+000	2.648196e+000
2.097000e+000	2.679713e+000
2.098000e+000	2.714768e+000
2.099000e+000	2.753220e+000
2.100000e+000	2.794881e+000
2.101000e+000	2.839596e+000
2.101354e+000	2.856089e+000
2.101626e+000	2.868986e+000
2.101887e+000	2.881555e+000
2.102000e+000	2.887046e+000
2.103000e+000	2.937143e+000
2.104000e+000	2.989798e+000
2.105000e+000	3.044881e+000
2.106000e+000	3.102394e+000
2.107000e+000	3.162330e+000
2.108000e+000	3.224464e+000
2.109000e+000	3.288807e+000
2.110000e+000	3.355304e+000
2.111000e+000	3.423956e+000
2.112000e+000	3.494627e+000
2.113000e+000	3.567311e+000
2.114000e+000	3.641934e+000
2.115000e+000	3.718390e+000
2.116000e+000	3.796546e+000
2.117000e+000	3.876233e+000
2.118000e+000	3.957211e+000
2.119000e+000	4.039252e+000
2.120000e+000	4.122124e+000
2.121000e+000	4.205609e+000
2.122000e+000	4.289470e+000
2.123000e+000	4.373501e+000
2.124000e+000	4.457500e+000
2.125000e+000	4.541306e+000
2.126000e+000	4.624804e+000
2.127000e+000	4.707917e+000
2.128000e+000	4.790579e+000
2.128625e+000	4.841982e+000
2.128879e+000	4.862847e+000
2.129000e+000	4.872718e+000
2.129167e+000	4.886384e+000
2.130000e+000	4.954268e+000
2.131000e+000	5.035164e+000
2.132000e+000	5.115334e+000
2.133000e+000	5.194738e+000
2.134000e+000	5.273251e+000
2.135000e+000	5.350730e+000
2.136000e+000	5.426999e+000
2.137000e+000	5.501828e+000
2.138000e+000	5.575271e+000
2.139000e+000	5.647089e+000
2.140000e+000	5.717155e+000
2.141000e+000	5.785376e+000
2.142000e+000	5.851699e+000
2.143000e+000	5.916110e+000
2.144000e+000	5.978606e+000
2.145000e+000	6.039181e+000
2.146000e+000	6.097802e+000
2.147000e+000	6.154405e+000
2.148000e+000	6.208892e+000
2.149000e+000	6.261007e+000
2.150000e+000	6.310868e+000
2.151000e+000	6.358217e+000
2.152000e+000	6.402924e+000
2.153000e+000	6.444876e+000
2.154000e+000	6.483967e+000
2.155000e+000	6.520079e+000
2.155328e+000	6.531262e+000
2.155586e+000	6.539813e+000
2.155844e+000	6.548171e+000
2.156000e+000	6.553115e+000
2.157000e+000	6.583020e+000
2.158000e+000	6.609680e+000
2.159000e+000	6.633419e+000
2.160000e+000	6.654210e+000
2.161000e+000	6.672149e+000
2.162000e+000	6.687424e+000
2.163000e+000	6.700017e+000
2.164000e+000	6.709940e+000
2.165000e+000	6.717188e+000
2.166000e+000	6.721739e+000
2.167000e+000	6.723566e+000
2.168000e+000	6.722609e+000
2.169000e+000	6.718921e+000
2.170000e+000	6.712448e+000
2.171000e+000	6.703170e+000
2.172000e+000	6.691063e+000
2.173000e+000	6.676098e+000
2.174000e+000	6.658242e+000
2.175000e+000	6.637454e+000
2.176000e+000	6.613693e+000
2.176199e+000	6.608564e+000
2.176466e+000	6.601544e+000
2.176724e+000	6.594576e+000
2.177000e+000	6.586891e+000
2.178000e+000	6.557149e+000
2.179000e+000	6.524458e+000
2.180000e+000	6.489033e+000
2.181000e+000	6.451164e+000
2.182000e+000	6.410917e+000
2.183000e+000	6.368518e+000
2.184000e+000	6.324020e+000
2.185000e+000	6.277499e+000
2.186000e+000	6.229012e+000
2.187000e+000	6.178605e+000
2.188000e+000	6.126310e+000
2.189000e+000	6.072148e+000
2.190000e+000	6.016239e+000
2.191000e+000	5.958576e+000
2.192000e+000	5.899199e+000
2.193000e+000	5.838146e+000
2.193371e+000	5.815043e+000
2.193631e+000	5.798792e+000
2.193884e+000	5.782823e+000
2.194000e+000	5.775452e+000
2.195000e+000	5.711202e+000
2.196000e+000	5.645500e+000
2.197000e+000	5.578496e+000
2.198000e+000	5.510435e+000
2.199000e+000	5.441452e+000
2.200000e+000	5.371643e+000
2.201000e+000	5.301124e+000
2.202000e+000	5.229935e+000
2.203000e+000	5.158127e+000
2.204000e+000	5.085750e+000
2.205000e+000	5.012874e+000
2.206000e+000	4.939594e+000
2.207000e+000	4.866023e+000
2.208000e+000	4.792280e+000
2.209000e+000	4.718479e+000
2.209741e+000	4.663817e+000
2.210000e+000	4.644721e+000
2.210000e+000	4.644721e+000
2.210261e+000	4.625458e+000
2.211000e+000	4.571130e+000
2.212000e+000	4.497859e+000
2.213000e+000	4.425124e+000
2.213145e+000	4.414672e+000
2.214000e+000	4.353223e+000
2.215000e+000	4.282334e+000
2.216000e+000	4.212663e+000
2.217000e+000	4.144383e+000
2.218000e+000	4.077485e+000
2.219000e+000	4.012071e+000
2.220000e+000	3.948183e+000
2.221000e+000	3.885881e+000
2.222000e+000	3.825270e+000
2.223000e+000	3.766223e+000
2.224000e+000	3.708825e+000
2.225000e+000	3.653096e+000
2.226000e+000	3.599024e+000
2.226224e+000	3.587120e+000
2.226476e+000	3.573862e+000
2.226736e+000	3.560298e+000
2.227000e+000	3.546598e+000
2.228000e+000	3.495859e+000
2.229000e+000	3.446879e+000
2.230000e+000	3.399845e+000
2.230560e+000	3.374431e+000
2.231000e+000	3.355020e+000
2.232000e+000	3.312663e+000
2.233000e+000	3.272841e+000
2.234000e+000	3.235818e+000
2.235000e+000	3.201589e+000
2.236000e+000	3.170267e+000
2.237000e+000	3.141897e+000
2.238000e+000	3.116505e+000
2.239000e+000	3.094107e+000
2.240000e+000	3.074695e+000
2.241000e+000	3.058235e+000
2.242000e+000	3.044658e+000
2.243000e+000	3.033878e+000
2.244000e+000	3.025799e+000
2.244163e+000	3.024733e+000
2.244413e+000	3.023227e+000
2.244671e+000	3.021850e+000
2.245000e+000	3.020342e+000
2.246000e+000	3.017469e+000
2.247000e+000	3.017203e+000
2.248000e+000	3.019518e+000
2.249000e+000	3.024542e+000
2.250000e+000	3.032356e+000
2.251000e+000	3.042876e+000
2.252000e+000	3.056194e+000
2.253000e+000	3.072386e+000
2.254000e+000	3.091375e+000
2.255000e+000	3.113220e+000
2.256000e+000	3.137914e+000
2.257000e+000	3.165435e+000
2.258000e+000	3.195739e+000
2.259000e+000	3.228752e+000
2.260000e+000	3.264383e+000
2.261000e+000	3.302482e+000
2.262000e+000	3.342753e+000
2.263000e+000	3.385064e+000
2.264000e+000	3.429217e+000
2.265000e+000	3.475044e+000
2.265010e+000	3.475521e+000
2.265262e+000	3.487311e+000
2.265531e+000	3.499969e+000
2.266000e+000	3.522328e+000
2.267000e+000	3.570966e+000
2.268000e+000	3.620897e+000
2.269000e+000	3.672168e+000
2.270000e+000	3.724899e+000
2.271000e+000	3.779101e+000
2.272000e+000	3.834838e+000
2.273000e+000	3.892115e+000
2.274000e+000	3.950856e+000
2.275000e+000	4.010996e+000
2.276000e+000	4.072424e+000
2.277000e+000	4.134997e+000
2.278000e+000	4.198545e+000
2.279000e+000	4.262819e+000
2.280000e+000	4.327659e+000
2.281000e+000	4.392874e+000
2.282000e+000	4.458272e+000
2.283000e+000	4.523671e+000
2.284000e+000	4.588901e+000
2.285000e+000	4.653827e+000
2.286000e+000	4.718369e+000
2.287000e+000	4.782477e+000
2.288000e+000	4.846117e+000
2.288651e+000	4.887253e+000
2.288907e+000	4.903371e+000
2.289000e+000	4.909239e+000
2.289193e+000	4.921356e+000
2.290000e+000	4.971806e+000
2.290934e+000	5.029726e+000
2.291000e+000	5.033779e+000
2.292000e+000	5.095132e+000
2.293000e+000	5.155852e+000
2.294000e+000	5.215850e+000
2.295000e+000	5.275012e+000
2.296000e+000	5.333142e+000
2.297000e+000	5.390162e+000
2.298000e+000	5.445978e+000
2.299000e+000	5.500421e+000
2.300000e+000	5.553393e+000
2.301000e+000	5.604830e+000
2.302000e+000	5.654707e+000
2.303000e+000	5.703022e+000
2.304000e+000	5.749783e+000
2.305000e+000	5.794982e+000
2.306000e+000	5.838589e+000
2.307000e+000	5.880535e+000
2.308000e+000	5.920725e+000
2.309000e+000	5.959037e+000
2.310000e+000	5.995336e+000
2.311000e+000	6.029480e+000
2.311133e+000	6.033866e+000
2.311390e+000	6.042181e+000
2.311664e+000	6.050890e+000
2.312000e+000	6.061350e+000
2.313000e+000	6.090863e+000
2.313983e+000	6.117542e+000
2.314000e+000	6.117984e+000
2.315000e+000	6.142677e+000
2.316000e+000	6.165078e+000
2.317000e+000	6.185077e+000
2.318000e+000	6.202862e+000
2.319000e+000	6.218443e+000
2.320000e+000	6.231856e+000
2.321000e+000	6.243150e+000
2.322000e+000	6.252363e+000
2.323000e+000	6.259506e+000
2.324000e+000	6.264572e+000
2.325000e+000	6.267456e+000
2.326000e+000	6.268257e+000
2.327000e+000	6.266882e+000
2.328000e+000	6.263264e+000
2.329000e+000	6.257352e+000
2.330000e+000	6.249089e+000
2.330986e+000	6.238556e+000
2.331000e+000	6.238391e+000
2.331245e+000	6.235398e+000
2.331515e+000	6.231937e+000
2.332000e+000	6.225266e+000
2.333000e+000	6.209685e+000
2.334000e+000	6.191671e+000
2.335000e+000	6.171307e+000
2.336000e+000	6.148788e+000
2.337000e+000	6.124125e+000
2.338000e+000	6.097529e+000
2.339000e+000	6.069052e+000
2.340000e+000	6.038791e+000
2.341000e+000	6.006821e+000
2.342000e+000	5.973204e+000
2.343000e+000	5.937983e+000
2.344000e+000	5.901133e+000
2.345000e+000	5.862774e+000
2.346000e+000	5.822856e+000
2.347000e+000	5.781380e+000
2.348000e+000	5.738344e+000
2.348083e+000	5.734701e+000
2.348335e+000	5.723583e+000
2.348612e+000	5.711259e+000
2.349000e+000	5.693761e+000
2.350000e+000	5.647690e+000
2.351000e+000	5.600228e+000
2.352000e+000	5.551488e+000
2.353000e+000	5.501733e+000
2.354000e+000	5.451013e+000
2.355000e+000	5.399404e+000
2.356000e+000	5.346961e+000
2.357000e+000	5.293690e+000
2.358000e+000	5.239616e+000
2.359000e+000	5.184786e+000
2.360000e+000	5.129283e+000
2.361000e+000	5.073212e+000
2.362000e+000	5.016678e+000
2.363000e+000	4.959772e+000
2.364000e+000	4.902567e+000
2.364290e+000	4.885905e+000
2.364545e+000	4.871317e+000
2.364814e+000	4.855834e+000
2.365000e+000	4.845139e+000
2.366000e+000	4.787587e+000
2.367000e+000	4.730046e+000
2.368000e+000	4.672730e+000
2.369000e+000	4.615868e+000
2.370000e+000	4.559596e+000
2.371000e+000	4.504051e+000
2.372000e+000	4.449308e+000
2.373000e+000	4.395355e+000
2.374000e+000	4.342235e+000
2.375000e+000	4.289960e+000
2.376000e+000	4.238541e+000
2.377000e+000	4.187983e+000
2.378000e+000	4.138277e+000
2.379000e+000	4.089361e+000
2.380000e+000	4.041234e+000
2.380338e+000	4.025142e+000
2.380598e+000	4.012835e+000
2.380854e+000	4.000761e+000
2.381000e+000	3.993900e+000
2.382000e+000	3.947455e+000
2.383000e+000	3.902055e+000
2.384000e+000	3.857973e+000
2.384198e+000	3.849414e+000
2.385000e+000	3.815551e+000
2.386000e+000	3.774926e+000
2.387000e+000	3.736304e+000
2.388000e+000	3.699821e+000
2.389000e+000	3.665476e+000
2.390000e+000	3.633306e+000
2.391000e+000	3.603295e+000
2.392000e+000	3.575417e+000
2.393000e+000	3.549650e+000
2.394000e+000	3.525898e+000
2.395000e+000	3.504133e+000
2.396000e+000	3.484290e+000
2.397000e+000	3.466286e+000
2.398000e+000	3.450054e+000
2.399000e+000	3.435567e+000
2.400000e+000	3.422837e+000
2.401000e+000	3.411993e+000
2.402000e+000	3.403264e+000
2.403000e+000	3.396825e+000
2.404000e+000	3.392685e+000
2.405000e+000	3.391061e+000
2.406000e+000	3.391901e+000
2.407000e+000	3.395261e+000
2.408000e+000	3.401127e+000
2.409000e+000	3.409468e+000
2.410000e+000	3.420217e+000
2.411000e+000	3.433290e+000
2.412000e+000	3.448520e+000
2.413000e+000	3.465781e+000
2.414000e+000	3.484915e+000
2.415000e+000	3.505759e+000
2.416000e+000	3.528159e+000
2.417000e+000	3.552015e+000
2.418000e+000	3.577255e+000
2.419000e+000	3.603926e+000
2.420000e+000	3.632196e+000
2.420478e+000	3.646343e+000
2.420858e+000	3.657886e+000
2.421000e+000	3.662255e+000
2.421391e+000	3.674446e+000
2.422000e+000	3.694009e+000
2.423000e+000	3.727642e+000
2.424000e+000	3.763109e+000
2.425000e+000	3.800395e+000
2.426000e+000	3.839430e+000
2.427000e+000	3.880106e+000
2.428000e+000	3.922299e+000
2.429000e+000	3.965798e+000
2.430000e+000	4.010443e+000
2.431000e+000	4.056045e+000
2.432000e+000	4.102414e+000
2.433000e+000	4.149369e+000
2.434000e+000	4.196746e+000
2.435000e+000	4.244407e+000
2.436000e+000	4.292256e+000
2.437000e+000	4.340267e+000
2.438000e+000	4.388478e+000
2.439000e+000	4.436968e+000
2.440000e+000	4.485860e+000
2.441000e+000	4.535221e+000
2.442000e+000	4.585075e+000
2.443000e+000	4.635367e+000
2.444000e+000	4.685953e+000
2.444112e+000	4.691627e+000
2.445000e+000	4.736651e+000
2.446000e+000	4.787274e+000
2.447000e+000	4.837657e+000
2.448000e+000	4.887643e+000
2.449000e+000	4.937097e+000
2.450000e+000	4.985895e+000
2.451000e+000	5.033944e+000
2.451762e+000	5.070019e+000
2.452000e+000	5.081186e+000
2.452500e+000	5.104497e+000
2.453000e+000	5.127599e+000
2.453000e+000	5.127599e+000
2.453500e+000	5.150491e+000
2.453875e+000	5.167515e+000
2.454000e+000	5.173163e+000
2.454138e+000	5.179374e+000
2.454414e+000	5.191748e+000
2.454795e+000	5.208705e+000
2.455000e+000	5.217812e+000
2.455190e+000	5.226207e+000
2.455497e+000	5.239675e+000
2.455825e+000	5.253992e+000
2.456000e+000	5.261579e+000
2.456175e+000	5.269136e+000
2.456675e+000	5.290599e+000
2.456926e+000	5.301305e+000
2.457000e+000	5.304425e+000
2.457180e+000	5.312017e+000
2.457464e+000	5.323964e+000
2.457757e+000	5.336192e+000
2.458000e+000	5.346234e+000
2.458093e+000	5.350077e+000
2.458390e+000	5.362236e+000
2.458797e+000	5.378746e+000
2.459000e+000	5.386929e+000
2.459102e+000	5.391003e+000
2.459386e+000	5.402308e+000
2.459649e+000	5.412698e+000
2.460000e+000	5.426444e+000
2.460000e+000	5.426444e+000
2.460496e+000	5.445631e+000
2.460748e+000	5.455257e+000
2.461000e+000	5.464806e+000
2.461000e+000	5.464806e+000
2.461252e+000	5.474279e+000
2.461626e+000	5.488205e+000
2.462000e+000	5.501958e+000
2.462000e+000	5.501958e+000
2.462500e+000	5.520061e+000
2.462756e+000	5.529202e+000
2.463000e+000	5.537824e+000
2.463159e+000	5.543375e+000
2.463476e+000	5.554372e+000
2.463825e+000	5.566365e+000
2.464000e+000	5.572296e+000
2.464175e+000	5.578183e+000
2.464450e+000	5.587359e+000
2.464725e+000	5.596422e+000
2.465000e+000	5.605371e+000
2.466000e+000	5.636922e+000
2.467000e+000	5.666912e+000
2.468000e+000	5.695343e+000
2.469000e+000	5.722242e+000
2.470000e+000	5.747640e+000
2.471000e+000	5.771552e+000
2.472000e+000	5.793864e+000
2.473000e+000	5.814714e+000
2.474000e+000	5.833982e+000
2.475000e+000	5.851561e+000
2.476000e+000	5.867347e+000
2.476260e+000	5.871146e+000
2.476522e+000	5.874834e+000
2.476788e+000	5.878455e+000
2.477000e+000	5.881236e+000
2.478000e+000	5.893161e+000
2.479000e+000	5.903091e+000
2.480000e+000	5.911032e+000
2.481000e+000	5.917112e+000
2.482000e+000	5.921291e+000
2.483000e+000	5.923546e+000
2.484000e+000	5.924077e+000
2.485000e+000	5.922824e+000
2.486000e+000	5.919850e+000
2.487000e+000	5.915216e+000
2.488000e+000	5.908968e+000
2.489000e+000	5.901076e+000
2.490000e+000	5.891560e+000
2.491000e+000	5.880552e+000
2.492000e+000	5.867914e+000
2.493000e+000	5.853601e+000
2.493978e+000	5.837860e+000
2.494000e+000	5.837495e+000
2.494235e+000	5.833474e+000
2.494512e+000	5.828597e+000
2.495000e+000	5.819687e+000
2.496000e+000	5.800113e+000
2.497000e+000	5.778825e+000
2.497053e+000	5.777645e+000
2.498000e+000	5.755876e+000
2.499000e+000	5.731484e+000
2.500000e+000	5.705608e+000
2.501000e+000	5.678361e+000
2.502000e+000	5.649728e+000
2.503000e+000	5.619741e+000
2.504000e+000	5.588472e+000
2.505000e+000	5.556009e+000
2.506000e+000	5.522436e+000
2.507000e+000	5.487812e+000
2.508000e+000	5.452159e+000
2.509000e+000	5.415592e+000
2.510000e+000	5.378066e+000
2.510321e+000	5.365799e+000
2.510574e+000	5.356101e+000
2.510849e+000	5.345433e+000
2.511000e+000	5.339581e+000
2.512000e+000	5.300179e+000
2.513000e+000	5.259934e+000
2.514000e+000	5.218990e+000
2.515000e+000	5.177511e+000
2.516000e+000	5.135653e+000
2.517000e+000	5.093454e+000
2.518000e+000	5.050954e+000
2.519000e+000	5.008130e+000
2.520000e+000	4.964990e+000
2.521000e+000	4.921511e+000
2.522000e+000	4.877693e+000
2.523000e+000	4.833566e+000
2.524000e+000	4.789192e+000
2.525000e+000	4.744649e+000
2.526000e+000	4.700014e+000
2.526149e+000	4.693343e+000
2.526422e+000	4.681192e+000
2.526694e+000	4.669008e+000
2.527000e+000	4.655381e+000
2.528000e+000	4.610876e+000
2.529000e+000	4.566656e+000
2.529503e+000	4.544608e+000
2.530000e+000	4.522953e+000
2.531000e+000	4.480002e+000
2.532000e+000	4.437864e+000
2.533000e+000	4.396684e+000
2.534000e+000	4.356427e+000
2.535000e+000	4.317104e+000
2.536000e+000	4.278693e+000
2.537000e+000	4.241172e+000
2.538000e+000	4.204516e+000
2.539000e+000	4.168703e+000
2.540000e+000	4.133655e+000
2.541000e+000	4.099336e+000
2.541905e+000	4.068874e+000
2.542000e+000	4.065708e+000
2.542158e+000	4.060449e+000
2.542414e+000	4.051992e+000
2.543000e+000	4.032800e+000
2.544000e+000	4.000725e+000
2.545000e+000	3.969684e+000
2.546000e+000	3.939967e+000
2.547000e+000	3.911818e+000
2.548000e+000	3.885399e+000
2.549000e+000	3.860863e+000
2.550000e+000	3.838212e+000
2.551000e+000	3.817454e+000
2.552000e+000	3.798541e+000
2.553000e+000	3.781415e+000
2.554000e+000	3.765970e+000
2.555000e+000	3.752143e+000
2.556000e+000	3.739852e+000
2.557000e+000	3.729025e+000
2.558000e+000	3.719519e+000
2.558255e+000	3.717294e+000
2.558516e+000	3.715102e+000
2.558786e+000	3.712926e+000
2.559000e+000	3.711261e+000
2.560000e+000	3.704222e+000
2.561000e+000	3.698440e+000
2.562000e+000	3.694130e+000
2.563000e+000	3.691511e+000
2.564000e+000	3.690687e+000
2.565000e+000	3.691871e+000
2.566000e+000	3.695134e+000
2.567000e+000	3.700452e+000
2.568000e+000	3.707820e+000
2.569000e+000	3.717170e+000
2.570000e+000	3.728403e+000
2.571000e+000	3.741496e+000
2.572000e+000	3.756177e+000
2.573000e+000	3.772217e+000
2.574000e+000	3.789573e+000
2.575000e+000	3.808090e+000
2.575852e+000	3.824681e+000
2.576000e+000	3.827622e+000
2.576103e+000	3.829680e+000
2.576354e+000	3.834752e+000
2.577000e+000	3.848071e+000
2.578000e+000	3.869417e+000
2.579000e+000	3.891780e+000
2.580000e+000	3.915299e+000
2.581000e+000	3.940242e+000
2.582000e+000	3.966570e+000
2.583000e+000	3.994463e+000
2.584000e+000	4.023848e+000
2.585000e+000	4.054692e+000
2.586000e+000	4.086880e+000
2.587000e+000	4.120250e+000
2.588000e+000	4.154623e+000
2.589000e+000	4.189826e+000
2.590000e+000	4.225691e+000
2.591000e+000	4.262047e+000
2.592000e+000	4.298744e+000
2.593000e+000	4.335649e+000
2.594000e+000	4.372670e+000
2.594861e+000	4.404610e+000
2.595000e+000	4.409757e+000
2.595117e+000	4.414118e+000
2.595393e+000	4.424357e+000
2.596000e+000	4.446924e+000
2.597000e+000	4.484236e+000
2.598000e+000	4.521803e+000
2.599000e+000	4.559771e+000
2.600000e+000	4.598193e+000
2.601000e+000	4.637088e+000
2.602000e+000	4.676381e+000
2.603000e+000	4.715905e+000
2.604000e+000	4.755480e+000
2.605000e+000	4.794926e+000
2.606000e+000	4.834094e+000
2.607000e+000	4.872844e+000
2.608000e+000	4.911062e+000
2.609000e+000	4.948668e+000
2.610000e+000	4.985620e+000
2.611000e+000	5.021902e+000
2.612000e+000	5.057483e+000
2.613000e+000	5.092405e+000
2.613920e+000	5.123900e+000
2.614000e+000	5.126613e+000
2.614170e+000	5.132366e+000
2.614455e+000	5.141918e+000
2.615000e+000	5.160081e+000
2.616000e+000	5.192789e+000
2.617000e+000	5.224715e+000
2.618000e+000	5.255903e+000
2.619000e+000	5.286323e+000
2.620000e+000	5.315895e+000
2.621000e+000	5.344528e+000
2.622000e+000	5.372146e+000
2.623000e+000	5.398626e+000
2.624000e+000	5.423891e+000
2.625000e+000	5.447913e+000
2.626000e+000	5.470707e+000
2.627000e+000	5.492301e+000
2.628000e+000	5.512713e+000
2.629000e+000	5.531890e+000
2.630000e+000	5.549940e+000
2.631000e+000	5.566744e+000
2.632000e+000	5.582230e+000
2.632075e+000	5.583342e+000
2.632329e+000	5.587019e+000
2.632599e+000	5.590836e+000
2.633000e+000	5.596319e+000
2.634000e+000	5.608955e+000
2.635000e+000	5.620114e+000
2.636000e+000	5.629781e+000
2.637000e+000	5.638103e+000
2.638000e+000	5.644992e+000
2.639000e+000	5.650486e+000
2.640000e+000	5.654538e+000
2.641000e+000	5.657125e+000
2.642000e+000	5.658273e+000
2.643000e+000	5.658035e+000
2.644000e+000	5.656465e+000
2.645000e+000	5.653577e+000
2.646000e+000	5.649384e+000
2.647000e+000	5.643971e+000
2.648000e+000	5.637247e+000
2.649000e+000	5.629160e+000
2.649142e+000	5.627893e+000
2.649414e+000	5.625400e+000
2.649682e+000	5.622833e+000
2.650000e+000	5.619659e+000
2.651000e+000	5.608727e+000
2.652000e+000	5.596385e+000
2.653000e+000	5.582670e+000
2.654000e+000	5.567775e+000
2.655000e+000	5.551676e+000
2.656000e+000	5.534388e+000
2.657000e+000	5.515954e+000
2.658000e+000	5.496325e+000
2.659000e+000	5.475525e+000
2.660000e+000	5.453613e+000
2.661000e+000	5.430662e+000
2.662000e+000	5.406723e+000
2.663000e+000	5.381838e+000
2.664000e+000	5.356114e+000
2.665000e+000	5.329504e+000
2.665235e+000	5.323125e+000
2.665487e+000	5.316213e+000
2.665738e+000	5.309287e+000
2.666000e+000	5.302002e+000
2.667000e+000	5.273643e+000
2.668000e+000	5.244488e+000
2.669000e+000	5.214654e+000
2.670000e+000	5.184300e+000
2.671000e+000	5.153519e+000
2.672000e+000	5.122323e+000
2.673000e+000	5.090722e+000
2.674000e+000	5.058697e+000
2.675000e+000	5.026201e+000
2.676000e+000	4.993211e+000
2.677000e+000	4.959739e+000
2.678000e+000	4.925833e+000
2.679000e+000	4.891555e+000
2.680000e+000	4.856965e+000
