 3.800000 432946164028949598449455056102172393472.000000 4726074868326946236864833494755655548928.000000
 3.900000 -4726074868326947445790653109384830255104.000000 -51590210323558968931243807136583558103040.000000
 4.000000 51590210323558988274056920970650353401856.000000 563162851918859313677146234673701547147264.000000
 4.100000 -563162851918859391048398690009968728342528.000000 -6147530622424183638482051199133656455053312.000000
 4.200000 6147530622424186114362129769894206253301760.000000 67106934743430442210477377013221397738029056.000000
 4.300000 -67106934743430481824558634145390194510004224.000000 -732544653658546570450484182039379816510128128.000000
 4.400000 732544653658546728906809210568055003598028800.000000 7996515884019772265770003475663127168168230912.000000
 4.500000 -7996515884019774801071203932121930161574641664.000000 -87290605376783215933605431541014552400078307328.000000
 4.600000 87290605376783246357219837018520188320955236352.000000 952871212608030183694597204485374351897828261888.000000
 4.700000 -952871212608030345953874033698737743475838550016.000000 -10401618179848134969837687335544069392447127420928.000000
 4.800000 10401618179848138864060331236664790790319374336000.000000 113544893924561684960733872218247296108519676182528.000000
 4.900000 -113544893924561726499108740496868324352490309943296.000000 -1239465121044098676997026580742055479815330324283392.000000
 5.000000 1239465121044099009304025526971023705767095394369536.000000 13530100149686607524184842147793404414171739578171392.000000
 5.100000 -13530100149686612841096825287456896029399980699549696.000000 -147695652707307108534798539757410150573117808836608000.000000
 5.200000 147695652707307151070094404874718083494943737807634432.000000 1612257528569937554041320571387133929399785327129788416.000000
 5.300000 -1612257528569937894323687492325597392774392758897999872.000000 -17599531812772450709149594162707002360224320540882501632.000000
 5.400000 17599531812772456153667464897722417774218039449173884928.000000 192117893413423947285558862319249420937416470716083077120.000000
 5.500000 -192117893413423990841701828199372744249366221982414143488.000000 -2097174252261964448175621448030889958579867738682714750976.000000
 5.600000 2097174252261965145073908902112863131571063758944011812864.000000 22892921456753889094236673077355945945982912743415044112384.000000
 5.700000 -22892921456753894669422972710011731329912480905505420607488.000000 -249900957090158598144968816121245944614835446644494324203520.000000
 5.800000 249900957090158687347949610243738510757708537237940348125184.000000 2727938785469125379734008158557695375545774296629317944213504.000000
 5.900000 -2727938785469126093357854511537635904688759021376886135586816.000000 -29778397425592847985464002806058729286750421767335156884963328.000000
 6.000000 29778397425592859403445544453737777753038177363296247946936320.000000 325063362110619813577850901179917585886976249811372385725579264.000000
 6.100000 -325063362110619859249777067770633779752127272195216749973471232.000000 -3548417595362127072352410705766925090388776939625519068584345600.000000
 6.200000 3548417595362128533854048036669843294073609655908538724516888576.000000 38734809574727483382975137045316176411875557012431422373928894464.000000
 6.300000 -38734809574727489228981686368927849226614887877563500997659066368.000000 -422832271700896168859347520070559415984775979037022279286164291584.000000
 6.400000 422832271700896355931557098426132946056434566721248795245529792512.000000 4615670812756238182689086579064471003352485326192047345740300681216.000000
 6.500000 -4615670812756239679266763205909059243925754027665859473415224688640.000000 -50385030844571353056167029487484554227027201024186248564192290275328.000000
 6.600000 50385030844571365028788442502241260151613350635976745585591682334720.000000 550007016573276071025794883111016605804563345860007044632867854352384.000000
 6.700000 -550007016573276262587737491347123900597941739648654996975258127302656.000000 -6003920474178476084603316730257544312702172509057669473266107823423488.000000
 6.800000 6003920474178477617098857596146402671049199659366853092005230007025664.000000 65539274907517535540312926534921441704983981295748065699984246703128576.000000
 6.900000 -65539274907517560060241580389143175438536415700695003599810201640763392.000000 -715431953816960303213618418290230579895198850385777753218676451664986112.000000
 7.000000 715431953816960499373047649124004449763618325625353256417284091166064640.000000 7809712287244780520773106333568811050820890110045641786471465063255375872.000000
 7.100000 -7809712287244782090048540180239002009768245911962245812060326179264004096.000000 -85251442410617420009433001368616848499266058118688725588817873519268331520.000000
 7.200000 85251442410617445117839942915339903842423750949354389998239651375406383104.000000 930611546978622190476562270928939128656657466913502948772378997514255204352.000000
 7.300000 -930611546978622391343817803302723571401919009558828264047753220363359617024.000000 -10158629893892397736906403923512558368864485284315184930224384270984208711680.000000
 7.400000 10158629893892400950782492441493109452788669966640389974630371836569879314432.000000 110892414408710235429935657771696174669358505188445435539534992797823433441280.000000
 7.500000 -110892414408710261140944365915540583340751982647047075894782893322508798263296.000000 -1210510443026026505217729396923037088914135877573167277095517099229702634078208.000000
 7.600000 1210510443026027122281938392375302897027579336579606645621466711822151389806592.000000 13214028574347372805788479257154658456827574093922471600952580030459187287818240.000000
 7.700000 -13214028574347376096797593899566742766765939208623481566424311297618913985036288.000000 -144245390173734028077033929616405351250512229058654619663618116010460995376906240.000000
 7.800000 144245390173734080733179763894998700209526070893870779111165816285016622532395008.000000 1574594187480814324765099094407160190827481082537067869330993162056535589580177408.000000
 7.900000 -1574594187480814746014265768635906982499591817218797144911374764252980606824087552.000000 -17188395776545485792635601114215169426017528314871519746190663892475857817256853504.000000
 8.000000 17188395776545492532622267901875118092771300069779188155476769527618978093159415808.000000 187629899640263050460159502970986670794087049931848201398121218002308001085907795968.000000
 8.100000 -187629899640263104380052837272266260128117223971109548672410063083452963293128294400.000000 -2048182954168085814107057715625234962873548490046010994865287896502427647517118169088.000000
 8.200000 2048182954168086676825351064445708392218031274674192551253909417800747042832646144000.000000 22358128538083496571896492328250315968778790983550010011954551371975665930491672920064.000000
 8.300000 -22358128538083503473642839118814103403534653260575462463063523542362221093015896719360.000000 -244063114922515892014780674995572910234737534721586553022899492867348168010014620909568.000000
 8.400000 244063114922515947228751449320083209712784432937790172631771270230440609310208411303936.000000 2664212434605994396596001335739952532207097065551249111730604383001843421431855499444224.000000
 8.500000 -2664212434605995280019533724932117323855847437010507025472552820811322482234956145754112.000000 -29082755495285111333845348579005330244559521429807510447692420695245059413348351133876224.000000
 8.600000 29082755495285118401233607692542648577749524401481573757628008197720891899773156304355328.000000 317469679298911104125860715774637561725049954640928265022553517986371418570366400587628544.000000
 8.700000 -317469679298911217204072861591234655056090002187713277981522918025984738353163283315294208.000000 -3465524347941962840133721777549548798015525048959741895766211374556320531020353618751520768.000000
 8.800000 3465524347941963292446570360815937171339685239146881947602088974714773810151541149662183424.000000 37829940272408745322662856515704912450619832508439522281754057727486812124612638095230107648.000000
 8.900000 -37829940272408752559668433847967126423806395551433763111128099330022064590711638589800710144.000000 -412954646203507158521150042087830635951460807905806450587301883047368384008631797394628935680.000000
 9.000000 412954646203507274313239279404026059522445816593714303857286548687932423466215805307758575616.000000 4507845864759160225307043668526358575623402743193515224707902230564333365772680436008169242624.000000
 9.100000 -4507845864759161151643757567055921964191282812696778050867779555688845681433352499313206362112.000000 -49208005109626684954322503888496652778563196345032370666870569037611165285741187093688427216896.000000
 9.200000 49208005109626699775709926264969666995649277457084575885428606239603362336311940106569021128704.000000 537158509743858566662047998987895973724283119500663449359609500997194513657062011146790567411712.000000
 9.300000 -537158509743858685233147377999680087460971768397081091108073798613132090061628035249835318706176.000000 -5863665148534854161337708912552430843125018161894752979524742829769190662041385566834535870496768.000000
 9.400000 5863665148534856058475298976740976662912036544237435247500171591624191884514441952483251891208192.000000 64008236582787143642809283419029475864156046361659798850131596378663237300814587106033440057720832.000000
 9.500000 -64008236582787158819910003932537842422452193420401256993935026473503247080599038191223168223412224.000000 -698719017313220129812477128450902732655772115822960099734597693032724377426404237580577040939089920.000000
 9.600000 698719017313220372646088656667036597588510468762823430035452574550164533902955454943612691590152192.000000 7627272538960074737930159226482426470894373033600071460829345666632757438203735790111148927839371264.000000
 9.700000 -7627272538960077651933497565076032850087233268878431424439604244842039315922350398467576735652118528.000000 -83259915562732971260952235673433741474246118317637605323618937577776752708620663491679575198333403136.000000
 9.800000 83259915562733002343654511285098876185636627493940111602128362412009092737619219314148138481669373952.000000 908871881016930757217164459535709530129076657510769484132729207421441852995542682870262877658627964928.000000
 9.900000 -908871881016931130209591766875691146665762767626399559474842305432229933343525352739885637058659614720.000000 -9921317965796640797126524096209592938420355295206254104035046456260440480318470271558372179586578382848.000000
 10.000000 9921317965796644775712415374502730181478340469772974907684252835042180004030285416834348279853582647296.000000 108301898468135744885507833734864911853046960189599801808590653680334152320514766240696674311921219928064.000000
